#,Enroll_no,Application_no,year_term_code,course_code,branch_code,semester_code,college_code,acad_fee,dev_fee,univ_fee,caution money,univ_enroll_fee,exam_fee,excess_fee,late_fee,reg_fee,other_fee,misc_fee,total_fee,paid_status,payment mode,utr/upi/neft/DD number,via bank name/ paytm / phonepay/ googlepay etc,payment date,trans_id,dt_insrt,by_insrt,dt_updt,by_updt,Remark1,Remark2,LateFee
344,DE1200486,8081600376,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010659363365755752,",,ADMIN,06-01-2016 16:06,rrathore,,,0
345,DE14757,8081601149,Jan-16,ME3YPT,MESPTDE,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010607290158674885,",03-07-2017 00:00,ADMIN,06-01-2016 16:07,,,,0
346,DE15637,8081600117,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010626557902761984,",,ADMIN,06-01-2016 16:17,netguru1,,,0
347,DE15228,8081600867,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010628060123690808,",,ADMIN,06-01-2016 16:32,,,,0
348,DE13728,8081601160,Jan-16,ME3YPT,MESPTDE,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010652127995399090,",05-09-2017 00:00,ADMIN,06-01-2016 16:34,,,,0
349,DE15043,8081600981,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010648800191204572,",12-11-2013 00:00,ADMIN,06-01-2016 16:35,K439149316162950,,,0
350,DE13553,8081600096,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010630710199699206,",,ADMIN,06-01-2016 16:37,neemaphotocopy,,,0
351,DE15026,8081601165,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010645973205955030,",,ADMIN,06-01-2016 16:44,K439149316162950,,,0
352,DE15127,8081601163,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010633233202046302,",09-09-2012 00:00,ADMIN,06-01-2016 16:49,,,,0
353,DE14030,8081601132,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010616270491812765,",,ADMIN,06-01-2016 16:52,mukati07,,,0
354,DE15288,8081601168,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010654090150290848,",,ADMIN,06-01-2016 16:53,,,,0
355,DE15509,8081601162,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010657903214428522,",,ADMIN,06-01-2016 16:54,,,,0
356,DE13114,8081600427,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010633200519226776,",02-03-2013 00:00,ADMIN,06-01-2016 16:55,,,,0
357,DE1200342,8081601171,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010609107122135673,",,ADMIN,06-01-2016 16:56,,,,0
358,DE15409,8081601159,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010635227131022844,",03-07-2013 00:00,ADMIN,06-01-2016 16:58,,,,0
359,DE13447,8081600105,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010626047906973612,",,ADMIN,06-01-2016 17:00,netguru1,,,0
360,DE1200384,8081600094,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010643930283464048,",,ADMIN,06-01-2016 17:01,jetnetcomputer,,,0
361,DE13160,8081601063,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010633720135085491,",,ADMIN,06-01-2016 17:02,netguru1,,,0
362,DE14321,8081600607,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010603150120256849,",,ADMIN,06-01-2016 17:04,ashishandashu,,,0
363,DE1200033,8081600500,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010632190239437416,",,ADMIN,06-01-2016 17:07,,,,0
364,DE15148,8081601178,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010623790825661917,",,ADMIN,06-01-2016 17:13,KRISHNAJAT,,,0
365,DE15350,8081601069,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010637367185063867,",08-10-2013 00:00,ADMIN,06-01-2016 17:22,K23136413361892,,,0
366,DE14328,8081601186,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010605187404886845,",02-06-2016 00:00,ADMIN,06-01-2016 17:23,,Fees paid thru loan,,0
367,DE14061,8081600728,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010617360195095600,",,ADMIN,06-01-2016 17:23,TRIPTID,,,0
368,DE14324,8081600877,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010645327864907375,",,ADMIN,06-01-2016 17:23,,,,0
369,DE13585,8081600341,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010646340205270243,",12-11-2014 00:00,ADMIN,06-01-2016 17:28,,,,0
370,DE14091,8081600236,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010656913157747271,",09-02-2015 00:00,ADMIN,06-01-2016 17:28,,,,0
371,DE14727,8081601141,Jan-16,ME3YPT,CESPSE,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010634487681229416,",02-07-2017 00:00,ADMIN,06-01-2016 17:29,,,,0
372,DE1200408,8081601073,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010657503158504763,",,ADMIN,06-01-2016 17:33,netguru1,,,0
373,DE15567,8081600621,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010622463213694489,",,ADMIN,06-01-2016 17:35,markcom,,,0
374,DE14470,8081600565,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010620210208526910,",06-04-2016 00:00,ADMIN,06-01-2016 17:36,,,,0
375,DE15463,8081601193,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010614670180529061,",,ADMIN,06-01-2016 17:43,netguru1,,,0
376,DE15507,8081600943,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010653040176271520,",,ADMIN,06-01-2016 17:50,,,,0
377,DE13111,8081600934,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010636140195539126,",12-04-2012 00:00,ADMIN,06-01-2016 17:51,chhatarpurcomputer,,,0
378,DE14268,8081600453,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010639187205967430,",03-11-2016 00:00,ADMIN,06-01-2016 17:51,montage210,,,0
379,DE15780,8081601190,Jan-16,ME3YPT,MESPTDE,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010651070125148818,",01-09-2012 00:00,ADMIN,06-01-2016 17:51,,,,0
380,DE14384,8081600913,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010616987101712025,",07-12-2016 00:00,ADMIN,06-01-2016 17:54,netguru1,,,0
381,DE15464,8081601197,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010616680113078861,",,ADMIN,06-01-2016 17:57,montage210,,,0
382,DE15559,8081600619,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010611513199659772,",,ADMIN,06-01-2016 17:59,markcom,,,0
383,DE15482,8081601199,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010601957129766904,",02-03-2013 00:00,ADMIN,06-01-2016 18:03,,,,0
384,DE15302,8081601049,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010642393109076852,",,ADMIN,06-01-2016 18:05,netguru1,,,0
385,DE14209,8081600382,Jan-16,BE,ECIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010639500189698274,",,ADMIN,06-01-2016 18:06,,,,0
386,DE15342,8081601208,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010620173984526852,",10-01-2013 00:00,ADMIN,06-01-2016 18:07,netguru1,,,0
387,DE15407,8081601201,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010632150191869592,",03-05-2013 00:00,ADMIN,06-01-2016 18:12,,,,0
388,DE15078,8081600628,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010636317799291276,",,ADMIN,06-01-2016 18:17,,,,0
389,DE15335,8081601066,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010651537132851522,",,ADMIN,06-01-2016 18:19,shriramcyber,,,0
390,DE1200395,8081600076,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010632660109831258,",10-11-2012 00:00,ADMIN,06-01-2016 18:23,classiccomputer,,,0
391,DE13157,8081600380,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010647677131983365,",,ADMIN,06-01-2016 18:27,manishtelecom,,,0
392,DE15457,8081600378,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010646683107780556,",,ADMIN,06-01-2016 18:28,,,,0
393,DE14170,8081600296,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010628887171316260,",,ADMIN,06-01-2016 18:31,netguru1,,,0
394,DE13660,8081600298,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010617487130465186,",09-11-2014 00:00,ADMIN,06-01-2016 18:32,netguru1,,,0
395,DE15490,8081601218,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010610543134150443,",04-11-2013 00:00,ADMIN,06-01-2016 18:37,netguru1,,,0
396,DE15203,8081601219,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010609733165167832,",,ADMIN,06-01-2016 18:39,montage210,,,0
397,DE1200183,8081600542,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010606147164677906,",05-10-2012 00:00,ADMIN,06-01-2016 18:41,,,,0
398,DE15511,8081601220,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010649963397686600,",,ADMIN,06-01-2016 18:44,markcom,,,0
399,DE15510,8081601221,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010641607521859135,",,ADMIN,06-01-2016 18:45,markcom,,,0
400,DE15528,8081601222,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010607350179179232,",,ADMIN,06-01-2016 18:47,markcom,,,0
401,DE15521,8081601224,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010620440674255887,",05-06-2013 00:00,ADMIN,06-01-2016 18:48,markcom,,,0
402,DE15557,8081601225,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010606390439530587,",06-11-2013 00:00,ADMIN,06-01-2016 18:49,markcom,,,0
403,DE15037,8081601007,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010639790117113589,",12-05-2013 00:00,ADMIN,06-01-2016 18:50,netguru1,,,0
404,DE1200496,8081600137,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010655080956276176,",,ADMIN,06-01-2016 18:50,saurabhjain,,,0
405,DE15383,8081601226,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010651493210988270,",,ADMIN,06-01-2016 18:51,pawansanghvi,,,0
406,DE15040,8081600979,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010642463152140390,",12-08-2013 00:00,ADMIN,06-01-2016 18:52,,,,0
407,DE15467,8081601223,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010615860213335424,",,ADMIN,06-01-2016 18:54,,,,0
408,DE15506,8081601110,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010618030133026213,",,ADMIN,06-01-2016 18:54,nictcscdehrisaray,,,0
409,DE1200232,8081600745,Jan-16,BE,ECIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010630477755661086,",09-01-2012 00:00,ADMIN,06-01-2016 18:54,chetnacomputers,,,0
410,DE1200035,8081600499,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010641040164150037,",,ADMIN,06-01-2016 18:56,annapoorna,,,0
411,DE13216,8081600237,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010630957910873247,",,ADMIN,06-01-2016 19:00,K23136413361892,,,0
412,DE15404,8081600889,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010600303151083950,",03-03-2013 00:00,ADMIN,06-01-2016 19:02,,,,0
413,DE15061,8081600989,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010608813459803370,",,ADMIN,06-01-2016 19:04,,,,0
414,DE1200059,8081601000,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010645190209922843,",07-10-2013 00:00,ADMIN,06-01-2016 19:04,annapoorna,,,0
415,DE13319,8081601228,Jan-16,BE,ECIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010624893749306714,",,ADMIN,06-01-2016 19:05,markcom,,,0
416,DE14173,8081600718,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010621410335349518,",,ADMIN,06-01-2016 19:08,,,,0
417,DE15432,8081601232,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010656540211048893,",,ADMIN,06-01-2016 19:13,sharad84,,,0
418,DE13758,8081601230,Jan-16,ME3YPT,EESPDI,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010608610100380641,",04-11-2017 00:00,ADMIN,06-01-2016 19:14,,,,0
419,DE15046,8081601233,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010644583153679621,",,ADMIN,06-01-2016 19:16,friendship11,,,0
420,DE1200560,8081600362,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010621787453444749,",,ADMIN,06-01-2016 19:17,cscguna,,,0
421,DE14461,8081600482,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010611510104831076,",,ADMIN,06-01-2016 19:18,,,,0
422,DE1200218,8081601235,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010611067142531703,",,ADMIN,06-01-2016 19:20,sourabhjain,,,0
423,DE15212,8081601088,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010604110995090530,",11-04-2012 00:00,ADMIN,06-01-2016 19:23,markcom,,,0
424,DE14262,8081600403,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010613553185951961,",01-05-2016 00:00,ADMIN,06-01-2016 19:26,,,,0
425,DE13251,8081600539,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010648910336659552,",,ADMIN,06-01-2016 19:29,,,,0
426,DE13458,8081600484,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010626710118226494,",,ADMIN,06-01-2016 19:38,,,,0
427,DE14753,8081601238,Jan-16,ME3YPT,ITSPIS,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010657067139203391,",03-03-2017 00:00,ADMIN,06-01-2016 19:38,,,,0
428,DE14048,8081601239,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010602373178512974,",05-08-2015 00:00,ADMIN,06-01-2016 19:42,,,,0
429,DE14471,8081601243,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010615180960538359,",06-05-2016 00:00,ADMIN,06-01-2016 19:45,sanjulicollection,,,0
430,DE14129,8081601156,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010641553172985740,",07-09-2015 00:00,ADMIN,06-01-2016 19:45,,,,0
431,DE13040,8081600554,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010646230165098087,",03-10-2015 00:00,ADMIN,06-01-2016 19:50,,,,0
432,DE15502,8081601240,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010608887192783592,",02-12-2013 00:00,ADMIN,06-01-2016 19:52,,,,0
433,DE15001,8081601249,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010657690513965022,",11-01-2013 00:00,ADMIN,06-01-2016 19:52,NICTCSCBANJARI,,,0
434,DE15365,8081601247,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010624947800344845,",,ADMIN,06-01-2016 19:53,netguru1,,,0
435,DE15388,8081601251,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010645083139255162,",,ADMIN,06-01-2016 19:54,netguru1,,,0
436,DE15361,8081601252,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010648937486156289,",,ADMIN,06-01-2016 19:55,netguru1,,,0
437,DE15141,8081601255,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010605170196424130,",,ADMIN,06-01-2016 19:59,K439149316162950,,,0
438,DE15397,8081601256,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010613553938585158,",,ADMIN,06-01-2016 20:00,K439149316162950,,,0
439,DE15332,8081601068,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010645700541640376,",08-07-2013 00:00,ADMIN,06-01-2016 20:00,esolutions185,,,0
440,DE15499,8081601231,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010634843677618023,",,ADMIN,06-01-2016 20:03,,,,0
441,DE15030,8081601258,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010608287888422563,",,ADMIN,06-01-2016 20:04,NICTCSCBANJARI,,,0
442,DE15339,8081601248,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010651670960813261,",,ADMIN,06-01-2016 20:04,,,,0
443,DE15157,8081601259,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010612610151682821,",,ADMIN,06-01-2016 20:06,,,,0
444,DE1200563,8081601213,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010619867155742886,",,ADMIN,06-01-2016 20:07,KRISHNAENTERPRISES,,,0
445,DE15503,8081601263,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010656887137710276,",,ADMIN,06-01-2016 20:12,PATIDARDASAI,,,0
446,DE15062,8081601265,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010609460533657614,",,ADMIN,06-01-2016 20:17,NICTCSCBANJARI,,,0
447,DE15034,8081601266,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010601577142345924,",12-02-2013 00:00,ADMIN,06-01-2016 20:18,NICTCSCBANJARI,,,0
448,DE15011,8081601269,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010641063210373278,",11-09-2013 00:00,ADMIN,06-01-2016 20:19,NICTCSCBANJARI,,,0
449,DE1200174,8081601018,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010636790189264460,",05-05-2012 00:00,ADMIN,06-01-2016 20:24,,,,0
450,DE1200488,8081600020,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010615290206582933,",,ADMIN,06-01-2016 20:26,,,,0
451,DE15386,8081601262,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010645580100035288,",,ADMIN,06-01-2016 20:28,netguru1,,,0
452,DE14386,8081600977,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010630093138151295,",,ADMIN,06-01-2016 20:33,netguru1,,,0
453,DE14148,8081601278,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010642323516323141,",,ADMIN,06-01-2016 20:51,tphvk022804,Fees paid thru loan,,0
454,DE1200264,8081600546,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010643527168478023,",04-06-2013 00:00,ADMIN,06-01-2016 20:56,,,,0
455,DE1200420,8081601117,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010656220826749883,",,ADMIN,06-01-2016 20:57,K074581100762,,,0
456,DE15569,8081601283,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010612720855950407,",,ADMIN,06-01-2016 20:59,shriramcyber,,,0
457,DE15435,8081601287,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010641333454302984,",01-11-2013 00:00,ADMIN,06-01-2016 21:04,netguru1,,,0
458,DE15484,8081600911,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010629167102549581,",02-05-2013 00:00,ADMIN,06-01-2016 21:07,a1246133140922,,,0
459,DE15420,8081601290,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010630840351948530,",,ADMIN,06-01-2016 21:07,netguru1,,,0
460,DE15279,8081601291,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010618060740846407,",07-12-2013 00:00,ADMIN,06-01-2016 21:08,netguru1,,,0
461,DE15540,8081601292,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010637133141276760,",,ADMIN,06-01-2016 21:09,netguru1,,,0
462,DE15474,8081601293,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010608193183101165,",,ADMIN,06-01-2016 21:10,netguru1,,,0
463,DE13729,8081601286,Jan-16,ME3YPT,MESPTDE,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010654817115285294,",05-06-2017 00:00,ADMIN,06-01-2016 21:13,,,,0
464,DE15168,8081601277,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010631470193410841,",,ADMIN,06-01-2016 21:19,,,,0
465,DE13394,8081600643,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010620903512216314,",,ADMIN,06-01-2016 21:23,,,,0
466,DE15424,8081601297,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010637657338797626,",01-03-2013 00:00,ADMIN,06-01-2016 21:23,,,,0
467,DE1200244,8081601016,Jan-16,BE,ECIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010602247138206292,",09-09-2012 00:00,ADMIN,06-01-2016 21:24,dsk,,,0
468,DE15470,8081601298,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010630117212723751,",04-01-2013 00:00,ADMIN,06-01-2016 21:29,,,,0
469,DE2000167,8081601299,Jan-16,ME3YPT,IEM,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010641727158971828,",,ADMIN,06-01-2016 21:33,,,,0
470,DE14087,8081601302,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010611753100123654,",,ADMIN,06-01-2016 21:37,8pratp6,,,0
471,DE13276,8081601304,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010621927120306769,",,ADMIN,06-01-2016 21:38,,,,0
472,DE15047,8081601198,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010621603160291529,",,ADMIN,06-01-2016 21:55,,,,0
473,DE13607,8081601311,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010625473102017498,",10-04-2014 00:00,ADMIN,06-01-2016 22:01,,,,0
474,DE15400,8081601305,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010645227213560737,",,ADMIN,06-01-2016 22:04,tphvk022804,,,0
475,DE14338,8081600090,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010619650132399431,",04-04-2016 00:00,ADMIN,06-01-2016 22:05,,,,0
476,DE15107,8081601315,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010612807188337075,",09-01-2012 00:00,ADMIN,06-01-2016 22:06,,,,0
477,DE15390,8081601306,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010645517119410240,",,ADMIN,06-01-2016 22:06,tphvk022804,,,0
478,DE15477,8081600908,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010656937925218063,",04-02-2013 00:00,ADMIN,06-01-2016 22:06,,,,0
479,DE15132,8081601312,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010607063111402830,",09-12-2012 00:00,ADMIN,06-01-2016 22:07,,,,0
480,DE15373,8081600965,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010643397352266404,",,ADMIN,06-01-2016 22:07,,,,0
481,DE15139,8081601289,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010632640136470532,",,ADMIN,06-01-2016 22:14,,,,0
482,DE1200292,8081601308,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010602050159657513,",,ADMIN,06-01-2016 22:15,,,,0
483,DE14272,8081600332,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010650433981618764,",,ADMIN,06-01-2016 22:23,,,,0
484,DE14754,8081601322,Jan-16,ME3YPT,ITSPIS,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010604793306207685,",03-04-2017 00:00,ADMIN,06-01-2016 22:27,,,,0
485,DE15368,8081601323,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010652993212298177,",,ADMIN,06-01-2016 22:29,,,,0
486,DE13663,8081600513,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010659767403853639,",10-10-2014 00:00,ADMIN,06-01-2016 22:37,,,,0
