#,Enroll_no,Application_no,year_term_code,course_code,branch_code,semester_code,college_code,acad_fee,dev_fee,univ_fee,caution money,univ_enroll_fee,exam_fee,excess_fee,late_fee,reg_fee,other_fee,misc_fee,total_fee,paid_status,payment mode,utr/upi/neft/DD number,via bank name/ paytm / phonepay/ googlepay etc,payment date,trans_id,dt_insrt,by_insrt,dt_updt,by_updt,Remark1,Remark2,LateFee
145,DE15560,8081600855,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010533047117051641,",,ADMIN,05-01-2016 15:48,markcom,,,0
146,DE15572,8081600857,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010528910183114193,",,ADMIN,05-01-2016 15:50,markcom,,,0
147,DE15493,8081600859,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010558700120852662,",02-08-2013 00:00,ADMIN,05-01-2016 15:51,markcom,,,0
148,DE15527,8081600860,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010547213130995161,",05-11-2013 00:00,ADMIN,05-01-2016 16:00,markcom,,,0
149,DE14020,8081600727,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010558873173870079,",,ADMIN,05-01-2016 16:03,,,,0
150,DE13322,8081600864,Jan-16,BE,ECIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010505260881513071,",,ADMIN,05-01-2016 16:12,pratikrathore,,,0
151,DE1200158,8081600469,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010507920176553290,",,ADMIN,05-01-2016 16:18,maavaishnavikiosk,,,0
152,DE14238,8081600810,Jan-16,BE,ECIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010549280266810555,",,ADMIN,05-01-2016 16:18,,,,0
153,DE15533,8081600875,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010531917894206470,",,ADMIN,05-01-2016 16:28,markcom,,,0
154,DE14146,8081600870,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010525957267493239,",,ADMIN,05-01-2016 16:29,,,,0
155,DE13210,8081600807,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010542113152122432,",11-11-2013 00:00,ADMIN,05-01-2016 16:30,,,,0
156,DE13268,8081600390,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010528750173208535,",,ADMIN,05-01-2016 16:33,DKY,,,0
157,DE14278,8081600401,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010534720934411740,",,ADMIN,05-01-2016 16:33,manishtelecom,,,0
158,DE15237,8081600830,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010520747892619010,",,ADMIN,05-01-2016 16:34,,,,0
159,DE13358,8081600167,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010506060214134286,",,ADMIN,05-01-2016 16:35,,,,0
160,DE15360,8081600783,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010519883104122351,",,ADMIN,05-01-2016 16:36,,,,0
161,DE15222,8081600879,Jan-16,BE,ECIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010542390334214933,",,ADMIN,05-01-2016 16:38,,,,0
162,DE13267,8081600710,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010516180197863511,",01-10-2014 00:00,ADMIN,05-01-2016 16:41,,,,0
163,DE1200484,8081600880,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010541620167258261,",,ADMIN,05-01-2016 16:43,,,,0
164,DE13498,8081600803,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010510883121286821,",,ADMIN,05-01-2016 16:44,,,,0
165,DE13183,8081600717,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010546367807035457,",,ADMIN,05-01-2016 16:44,,,,0
166,DE1200226,8081600780,Jan-16,BE,ECIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010501227887547710,",,ADMIN,05-01-2016 16:45,,,,0
167,DE13003,8081600845,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010512540190044874,",02-08-2015 00:00,ADMIN,05-01-2016 16:45,,,,0
168,DE15088,8081600882,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010536567838532038,",,ADMIN,05-01-2016 16:46,netguru1,,,0
169,DE15069,8081600883,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010540240199341719,",,ADMIN,05-01-2016 16:47,netguru1,,,0
170,DE1200367,8081600386,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010504997290951120,",,ADMIN,05-01-2016 16:48,,,,0
171,DE15112,8081600843,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010511100660000492,",09-06-2012 00:00,ADMIN,05-01-2016 16:48,netguru1,,,0
172,DE15134,8081600884,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010544730162999302,",,ADMIN,05-01-2016 16:48,netguru1,,,0
173,DE14039,8081600210,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010540023155455994,",,ADMIN,05-01-2016 16:49,HARI2004,,,0
174,DE15100,8081600885,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010550993765546727,",,ADMIN,05-01-2016 16:50,netguru1,,,0
175,DE15110,8081600886,Jan-16,BE,COMPENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010524287743479760,",09-05-2012 00:00,ADMIN,05-01-2016 16:51,netguru1,,,0
176,DE1200463,8081600748,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010537950560224080,",11-09-2012 00:00,ADMIN,05-01-2016 17:05,cyberworldmra,,,0
177,DE15481,8081600907,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010546533197346556,",04-06-2013 00:00,ADMIN,05-01-2016 17:18,netguru1,,,0
178,DE14329,8081600151,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010518140108646385,",04-01-2016 00:00,ADMIN,05-01-2016 17:21,,,,0
179,DE15372,8081600906,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010533240177116406,",,ADMIN,05-01-2016 17:21,,,,0
180,DE13461,8081600890,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010551300163126211,",09-02-2014 00:00,ADMIN,05-01-2016 17:22,,,,0
181,DE14101,8081600909,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010526973209220149,",09-08-2015 00:00,ADMIN,05-01-2016 17:26,,,,0
182,DE15370,8081600901,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010543033150509491,",,ADMIN,05-01-2016 17:27,jhanjarpur,,,0
183,DE13582,8081600233,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010533550121136580,",,ADMIN,05-01-2016 17:35,,,,0
184,DE14069,8081600876,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010543570132137139,",,ADMIN,05-01-2016 17:35,,,,0
185,DE15531,8081600916,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010545173769117722,",,ADMIN,05-01-2016 17:38,markcom,,,0
186,DE1200197,8081600912,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010548950105097879,",,ADMIN,05-01-2016 17:39,,,,0
187,DE15536,8081600918,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010519970150359630,",,ADMIN,05-01-2016 17:41,markcom,,,0
188,DE14267,8081600093,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010540580636391630,",01-08-2016 00:00,ADMIN,05-01-2016 17:50,eworld,,,0
189,DE13397,8081600706,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010557073109493477,",07-09-2014 00:00,ADMIN,05-01-2016 17:54,netguru1,,,0
190,DE13655,8081600120,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010551100156865808,",,ADMIN,05-01-2016 17:56,netguru1,,,0
191,DE15319,8081600922,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010506557105823172,",08-04-2013 00:00,ADMIN,05-01-2016 18:01,lalitgupta,,,0
192,DE13275,8081600432,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010528873102814281,",,ADMIN,05-01-2016 18:07,Shreeganesh87,,,0
193,DE13046,8081600521,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010533457197762232,",,ADMIN,05-01-2016 18:13,A1246133140921,,,0
194,DE13404,8081600931,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010512297163430556,",,ADMIN,05-01-2016 18:19,netguru1,,,0
195,DE14304,8081600305,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010501930724685211,",,ADMIN,05-01-2016 18:23,,,,0
196,DE15453,8081600420,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010500123139910018,",,ADMIN,05-01-2016 18:27,,,,0
197,DE15284,8081600900,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010535570111696640,",,ADMIN,05-01-2016 18:27,,,,0
198,DE15597,8081600410,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010551933191827851,",,ADMIN,05-01-2016 18:32,saklecha221,,,0
199,DE1200136,8081600007,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010515160202622577,",,ADMIN,05-01-2016 18:33,saurabhjain,,,0
200,DE13254,8081600348,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010541700164218165,",01-05-2014 00:00,ADMIN,05-01-2016 18:39,SUNIL9754,,,0
201,DE13640,8081600937,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010510000150125877,",,ADMIN,05-01-2016 18:42,,,,0
202,DE14181,8081600938,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010551407182529526,",08-02-2015 00:00,ADMIN,05-01-2016 18:42,,Fees paid thru loan,,0
203,DE13127,8081600404,Jan-16,BE,CIVIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010559410145918581,",08-07-2013 00:00,ADMIN,05-01-2016 18:47,kapilgehlot,Fees paid thru loan,,0
204,DE15344,8081600927,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010506337564126626,",10-02-2013 00:00,ADMIN,05-01-2016 18:58,,,,0
205,DE15380,8081600887,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010531550833378157,",,ADMIN,05-01-2016 18:58,markcom,,,0
206,DE15355,8081600940,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010544993174929849,",10-09-2013 00:00,ADMIN,05-01-2016 18:59,markcom,,,0
207,DE1200155,8081600354,Jan-16,BE,COMPENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010549920132902835,",07-05-2012 00:00,ADMIN,05-01-2016 18:59,,,,0
208,DE15495,8081600941,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010500917724667809,",02-10-2013 00:00,ADMIN,05-01-2016 19:02,markcom,,,0
209,DE13333,8081600570,Jan-16,BE,ECIENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010537007471744917,",,ADMIN,05-01-2016 19:03,asgar6798patel,,,0
210,DE14334,8081600032,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010559820150391481,",02-10-2016 00:00,ADMIN,05-01-2016 19:08,KIRANRAJ,,,0
211,DE13552,8081600944,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010543420354804672,",,ADMIN,05-01-2016 19:13,,,,0
212,DE1200458,8081600945,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010523927144742620,",11-07-2012 00:00,ADMIN,05-01-2016 19:17,,,,0
213,DE14387,8081600932,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010528443191578816,",,ADMIN,05-01-2016 19:17,LAKSH900,,,0
214,DE13362,8081600123,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010508300719668864,",,ADMIN,05-01-2016 19:21,,,,0
215,DE14283,8081600946,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010510987306576121,",,ADMIN,05-01-2016 19:22,,,,0
216,DE14162,8081600949,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010515313138751857,",10-08-2015 00:00,ADMIN,05-01-2016 19:34,,,,0
217,DE13543,8081600952,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010523533187973892,",,ADMIN,05-01-2016 19:38,padamnagar,Fees paid thru loan,,0
218,DE14435,8081600953,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010522623110217708,",,ADMIN,05-01-2016 19:41,,,,0
219,DE13215,8081600874,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010511560142625983,",,ADMIN,05-01-2016 19:46,,,,0
220,DE13664,8081600955,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010502807176170589,",09-10-2014 00:00,ADMIN,05-01-2016 19:47,,,,0
221,DE14467,8081600954,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010524890310414092,",06-01-2016 00:00,ADMIN,05-01-2016 19:48,annapoorna,,,0
222,DE14131,8081600958,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010527527113543229,",,ADMIN,05-01-2016 19:51,K4391482714524597,,,0
223,DE14130,8081600960,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010518543173246095,",,ADMIN,05-01-2016 19:58,nitesh,,,0
224,DE1200507,8081600503,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010535300775895404,",,ADMIN,05-01-2016 20:04,,,,0
225,DE14182,8081600956,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010558900273675201,",,ADMIN,05-01-2016 20:05,,,,0
226,DE14454,8081600276,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010508560185649777,",,ADMIN,05-01-2016 20:06,,,,0
227,DE1200379,8081600352,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010507850420456347,",,ADMIN,05-01-2016 20:09,saurabhjain,,,0
228,DE15341,8081600902,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010555587127730861,",,ADMIN,05-01-2016 20:12,,,,0
229,DE13379,8081600182,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010516020577800943,",,ADMIN,05-01-2016 20:14,,,,0
230,DE15005,8081600962,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010557187157193055,",11-04-2013 00:00,ADMIN,05-01-2016 20:20,,,,0
231,DE14563,8081600434,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010535430507435970,",,ADMIN,05-01-2016 20:21,krishnaenterprises,,,0
232,DE14177,8081600454,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010505533109164234,",10-11-2015 00:00,ADMIN,05-01-2016 20:27,,,,0
233,DE15050,8081600974,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010515237147223110,",,ADMIN,05-01-2016 20:38,netguru1,,,0
234,DE13270,8081600971,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010536543300456979,",,ADMIN,05-01-2016 20:39,,,,0
235,DE1200279,8081600975,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010504990695484161,",04-10-2013 00:00,ADMIN,05-01-2016 20:42,,,,0
236,DE14510,8081600980,Jan-16,BE,MECHENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010502530981152373,",,ADMIN,05-01-2016 20:48,PATIDARDASAI,,,0
237,DE15508,8081600976,Jan-16,BE,ITENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010508957131867125,",,ADMIN,05-01-2016 20:48,,,,0
238,DE13627,8081600983,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010536993128045476,",,ADMIN,05-01-2016 20:56,,,,0
239,DE15273,8081600984,Jan-16,BE,ECTELEG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010521530780687148,",,ADMIN,05-01-2016 21:03,,,,0
240,DE14320,8081600988,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010509860546594463,",02-03-2016 00:00,ADMIN,05-01-2016 21:15,ayangupta,,,0
241,DE15014,8081600987,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010515290193379010,",11-11-2013 00:00,ADMIN,05-01-2016 21:16,,,,0
242,DE13468,8081600242,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010554807578204805,",,ADMIN,05-01-2016 21:16,,,,0
243,DE1200515,8081600715,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010502837885852898,",,ADMIN,05-01-2016 21:19,,,,0
244,DE13371,8081600145,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010509080188880120,",08-07-2014 00:00,ADMIN,05-01-2016 21:20,,,,0
245,DE14385,8081600704,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010535970202993065,",,ADMIN,05-01-2016 21:29,,,,0
246,DE13406,8081600990,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010556290576390780,",,ADMIN,05-01-2016 21:30,,,,0
247,DE14452,8081600992,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010516467466007950,",,ADMIN,05-01-2016 21:32,,,,0
248,DE15012,8081600467,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010507190185880744,",11-10-2013 00:00,ADMIN,05-01-2016 21:47,,,,0
249,DE13530,8081600995,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010536553379639819,",,ADMIN,05-01-2016 21:54,,,,0
250,DE1200447,8081600996,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010540320514226350,",01-01-2013 00:00,ADMIN,05-01-2016 22:04,,,,0
251,DE14273,8081600951,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010522163183845608,",01-10-2016 00:00,ADMIN,05-01-2016 22:07,,,,0
252,DE14115,8081600701,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010500700102809025,",07-06-2015 00:00,ADMIN,05-01-2016 22:08,,,,0
253,DE1200071,8081600154,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010504740120198213,",,ADMIN,05-01-2016 22:10,,,,0
254,DE14127,8081600997,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010557387122202835,",,ADMIN,05-01-2016 22:10,,,,0
255,DE13420,8081600939,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010540723322785152,",,ADMIN,05-01-2016 22:37,,,,0
256,DE14179,8081601011,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010531153119138624,",,ADMIN,05-01-2016 22:58,,,,0
257,DE14578,8081600948,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010545680123404876,",,ADMIN,05-01-2016 22:59,,,,0
258,DE1200373,8081600089,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010659733165771883,",05-11-2013 00:00,ADMIN,06-01-2016 00:08,,,,0
259,DE14408,8081600283,Jan-16,BE,ITENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010612660125479450,",,ADMIN,06-01-2016 00:16,,,,0
260,DE1200341,8081601025,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010607897541699511,",03-12-2013 00:00,ADMIN,06-01-2016 09:06,,,,0
261,DE1200376,8081600392,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010624267143711673,",,ADMIN,06-01-2016 09:33,,,,0
262,DE1200272,8081601040,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010613537152124619,",,ADMIN,06-01-2016 10:19,hiteshindia,,,0
263,DE13262,8081600254,Jan-16,BE,COMPENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010620417104305675,",,ADMIN,06-01-2016 10:29,,,,0
264,DE13339,8081600878,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010625840111283462,",08-10-2014 00:00,ADMIN,06-01-2016 10:34,SURBHI,,,0
265,DE14125,8081601045,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010647177142150355,",,ADMIN,06-01-2016 11:00,nitesh,,,0
266,DE1200255,8081600311,Jan-16,BE,ECIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010604517163557049,",,ADMIN,06-01-2016 11:01,,,,0
267,DE14316,8081600572,Jan-16,BE,ECTELEG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010637060113785588,",,ADMIN,06-01-2016 11:06,netguru1,,,0
268,DE15003,8081600319,Jan-16,BE,CIVIENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010612787129486115,",01-01-2014 00:00,ADMIN,06-01-2016 11:19,netguru1,,,0
269,DE1200528,8081601052,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010625507176457458,",,ADMIN,06-01-2016 11:21,markcom,,,0
270,DE1200511,8081601053,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010602003240369800,",01-12-2012 00:00,ADMIN,06-01-2016 11:26,markcom,,,0
271,DE1200405,8081600328,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010613210152707094,",,ADMIN,06-01-2016 11:27,netguru1,,,0
272,DE14021,8081600709,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010626503171963941,",,ADMIN,06-01-2016 11:33,markcom,,,0
273,DE14066,8081600400,Jan-16,BE,CIVIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010632610210268730,",,ADMIN,06-01-2016 11:38,FITCOMPUTER,,,0
274,DE13558,8081600312,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010616080141982033,",,ADMIN,06-01-2016 11:39,,,,0
275,DE1200410,8081601038,Jan-16,BE,ECTELEG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010612213108988403,",,ADMIN,06-01-2016 11:49,,,,0
276,DE13387,8081600191,Jan-16,BE,ECTELEG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010659873514948998,",,ADMIN,06-01-2016 11:50,netguru1,,,0
277,DE1200038,8081600345,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010623320112617487,",,ADMIN,06-01-2016 11:53,markcom,,,0
278,DE13009,8081600397,Jan-16,BE,MECHENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010610537157391798,",,ADMIN,06-01-2016 11:56,GATTANINAVITA,,,0
279,DE15532,8081601056,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010632023131835517,",,ADMIN,06-01-2016 11:56,KAPILGEHLOT,,,0
280,DE15523,8081601076,Jan-16,BE,MECHENG_FT,2SEM,808,,,,,,,,,,,,,Y,,,,,"16010632877111660336,",05-08-2013 00:00,ADMIN,06-01-2016 11:57,KAPILGEHLOT,,,0
281,DE13495,8081601075,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010630640150385591,",,ADMIN,06-01-2016 11:59,markcom,,,0
282,DE13611,8081600637,Jan-16,BE,ITENG_FT,6SEM,808,,,,,,,,,,,,,Y,,,,,"16010602173618808829,",,ADMIN,06-01-2016 12:01,,,,0
283,DE13121,8081601065,Jan-16,BE,ITENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010618597184223029,",,ADMIN,06-01-2016 12:04,sumitarora,,,0
284,DE1200074,8081601082,Jan-16,BE,MECHENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010605890858028707,",,ADMIN,06-01-2016 12:09,,,,0
285,DE1200316,8081600559,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010639893822512315,",03-06-2012 00:00,ADMIN,06-01-2016 12:19,netguru1,,,0
286,DE1200561,8081601054,Jan-16,BE,CIVIENG_FT,8SEM,808,,,,,,,,,,,,,Y,,,,,"16010653137109786553,",,ADMIN,06-01-2016 12:20,netguru1,,,0
287,DE14159,8081600869,Jan-16,BE,COMPENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010629487640325351,",,ADMIN,06-01-2016 12:21,krishnaenterprises,,,0
288,DE14224,8081601086,Jan-16,BE,ECIENG_FT,4SEM,808,,,,,,,,,,,,,Y,,,,,"16010620397355751622,",12-02-2015 00:00,ADMIN,06-01-2016 12:26,,,,0
